iter	MultiClass
382	1.912498125
383	1.912436667
384	1.912378125
385	1.912356875
386	1.91230625
387	1.912255833
388	1.912224792
389	1.912173125
390	1.912119167
391	1.912095417
392	1.912029583
393	1.911981042
394	1.9119575
395	1.911925
396	1.911869583
397	1.911816458
398	1.911779792
399	1.911727292
400	1.911678333
401	1.911648333
402	1.911597292
403	1.911567917
404	1.911530625
405	1.91149625
406	1.91144125
407	1.91137875
408	1.911333125
409	1.911302083
410	1.911243542
411	1.911191458
412	1.911161042
413	1.911100625
414	1.911043333
415	1.911003125
416	1.910949167
417	1.91089125
418	1.910828125
419	1.910779792
420	1.91072625
421	1.910680208
422	1.910645208
423	1.910593542
424	1.910563125
425	1.910516458
426	1.910461875
427	1.910424167
428	1.910386458
429	1.910337292
430	1.910283125
431	1.910252917
432	1.91022375
433	1.910173125
434	1.910144167
435	1.91009125
436	1.910041875
437	1.909995833
438	1.909945833
439	1.909899792
440	1.909864792
441	1.909828125
442	1.909802708
443	1.909756667
444	1.909703125
445	1.909649583
446	1.909616042
447	1.909570208
448	1.909531667
449	1.90948
450	1.909430625
451	1.90940625
452	1.909347917
453	1.909327917
454	1.909278333
455	1.909246042
456	1.909220208
457	1.909179792
458	1.909126042
459	1.9090725
460	1.909014375
461	1.908959583
462	1.90894375
463	1.908925833
464	1.908868542
465	1.908817292
466	1.908789583
467	1.908755833
468	1.908725625
469	1.908672917
470	1.908651667
471	1.9086275
472	1.908601875
473	1.908573958
474	1.908539792
475	1.908512917
476	1.908457083
477	1.9084025
478	1.908362708
479	1.908311875
480	1.908282292
481	1.908254375
482	1.908206667
483	1.908187917
484	1.9081275
485	1.908073542
486	1.908022708
487	1.907975417
488	1.90791625
489	1.907885
490	1.907830625
491	1.90777875
492	1.90772
493	1.907660833
494	1.907631875
495	1.907572083
496	1.90752125
497	1.907468958
498	1.907417083
499	1.907378958
500	1.907364583
501	1.907339375
502	1.907322083
503	1.907274167
504	1.907222083
505	1.907200833
506	1.907170417
507	1.907122292
508	1.9070825
509	1.907036667
510	1.907002083
511	1.906958542
512	1.906929375
513	1.90689875
514	1.906854375
515	1.906821042
516	1.906784792
517	1.906737083
518	1.906710417
519	1.906680417
520	1.906649792
521	1.906610417
522	1.906562292
523	1.906527083
524	1.906499375
525	1.906449583
526	1.906424375
527	1.90639625
528	1.906370417
529	1.906333958
530	1.906289583
531	1.906247292
532	1.906194167
533	1.906153333
534	1.906135417
535	1.906077708
536	1.906013958
537	1.905959375
538	1.905943333
539	1.905912292
540	1.9058625
541	1.905808333
542	1.90578375
543	1.9057575
544	1.9057325
545	1.905675
546	1.905658125
547	1.905607083
548	1.905581667
549	1.905525833
550	1.905509167
551	1.905451875
552	1.905407708
553	1.905378125
554	1.9053575
555	1.905332083
556	1.905302083
557	1.905256875
558	1.905229583
559	1.905199792
560	1.905183333
561	1.90515125
562	1.905104792
563	1.905051458
564	1.905003542
565	1.904977708
566	1.904953125
567	1.904922917
568	1.9048975
569	1.904861458
570	1.904835
571	1.904805625
572	1.904753333
573	1.904717083
574	1.904665417
575	1.904617292
576	1.904559792
577	1.904507708
578	1.904464375
579	1.904442083
580	1.904413958
581	1.90436625
582	1.90433875
583	1.904285625
584	1.9042625
585	1.904210833
586	1.904180208
587	1.904154792
588	1.904129792
589	1.904098333
590	1.904070208
591	1.904017292
592	1.903979583
593	1.90393125
594	1.903885417
595	1.90385125
596	1.903820417
597	1.903767708
598	1.9037425
599	1.903692917
600	1.903660833
601	1.903610625
602	1.903565
603	1.903548542
604	1.903522083
605	1.903479792
606	1.903426667
607	1.903415625
608	1.903362917
609	1.903337083
610	1.90332125
611	1.903270625
612	1.903240625
613	1.903200417
614	1.903175208
615	1.903127708
616	1.903109583
617	1.903070208
618	1.9030525
619	1.9030075
620	1.902965208
621	1.902927708
622	1.90288125
623	1.902845833
624	1.902814375
625	1.902785833
626	1.902760833
627	1.902728125
628	1.902702083
629	1.902679375
630	1.902667083
631	1.902623333
632	1.902589167
633	1.90257
634	1.902525
635	1.902482083
636	1.90245375
637	1.902438333
638	1.902420625
639	1.902397083
640	1.902373542
641	1.902324375
642	1.902278125
643	1.902237292
644	1.902221667
645	1.902175
646	1.902148958
647	1.90213
648	1.902101875
649	1.902065
650	1.902037292
651	1.901997083
652	1.90196375
653	1.901909583
654	1.901863125
655	1.901832917
656	1.901783542
657	1.901754167
658	1.901727708
659	1.901700833
660	1.901678542
661	1.901670417
662	1.90162
663	1.901570417
664	1.901537708
665	1.901495625
666	1.901450417
667	1.901395625
668	1.901347083
669	1.901312708
670	1.901264792
671	1.901223333
672	1.901196458
673	1.901176458
674	1.901126458
675	1.901078958
676	1.901029792
677	1.900986875
678	1.900942292
679	1.900891458
680	1.900858333
681	1.900812292
682	1.900803542
683	1.900779375
684	1.900759375
685	1.900753958
686	1.900704375
687	1.900677917
688	1.900633958
689	1.900609375
690	1.900560417
691	1.900534583
692	1.900491667
693	1.900466875
694	1.900420833
695	1.900374583
696	1.900326042
697	1.900285
698	1.900238333
699	1.900196458
700	1.900169792
701	1.900141667
702	1.90011875
703	1.900069792
704	1.900044375
705	1.900016458
706	1.899971458
707	1.899944167
708	1.899905
709	1.899860417
710	1.89980875
711	1.89978125
712	1.899761875
713	1.899722917
714	1.8996725
715	1.899624167
716	1.899582083
717	1.899530417
718	1.899489167
719	1.899453542
720	1.899401458
721	1.89937625
722	1.899348333
723	1.899321667
724	1.899289167
725	1.899262708
726	1.899210625
727	1.899163333
728	1.899121667
729	1.899079167
730	1.899031875
731	1.89898125
732	1.898939583
733	1.898916875
734	1.898902292
735	1.898859375
736	1.898814375
737	1.898771042
738	1.898747917
739	1.898736667
740	1.898685625
741	1.898640208
742	1.898613958
743	1.898586667
744	1.898556042
745	1.8985275
746	1.898486875
747	1.898444167
748	1.898406042
749	1.898356875
750	1.898330625
751	1.898309167
752	1.898271875
753	1.898248958
754	1.898222917
755	1.898195833
756	1.898146458
757	1.89813375
758	1.898107917
759	1.898075
760	1.898052083
761	1.898010417
762	1.897989583
763	1.897945208
764	1.897902083
765	1.897856042
766	1.897814375
767	1.897769167
768	1.8977225
769	1.897693542
770	1.897665833
771	1.89762
772	1.897581042
773	1.897554167
774	1.8975325
775	1.897508958
776	1.89749
777	1.897460208
778	1.897420417
779	1.897392292
780	1.897352708
781	1.897313542
782	1.897271667
783	1.897249792
784	1.897203542
785	1.897149583
786	1.897130417
787	1.897087917
788	1.897035833
789	1.896993958
790	1.896956458
791	1.896934583
792	1.896886042
793	1.896868542
794	1.8968175
795	1.896764375
796	1.89673875
797	1.896717083
798	1.896684375
799	1.896643333
800	1.896632083
801	1.896591875
802	1.896551875
803	1.896529375
804	1.896480625
805	1.896441875
806	1.896394792
807	1.896349167
808	1.89630625
809	1.896271875
810	1.896229375
811	1.896188125
812	1.896163542
813	1.896111042
814	1.896067083
815	1.896057292
816	1.896036875
817	1.895996042
818	1.895951458
819	1.895908125
820	1.895858125
821	1.8958125
822	1.895791667
823	1.895765417
824	1.89575
825	1.8957
826	1.8956575
827	1.895613958
828	1.895560208
829	1.895526667
830	1.895514583
831	1.895473542
832	1.89546875
833	1.895438125
834	1.895392083
835	1.895371042
836	1.895351042
837	1.895308542
838	1.895266458
839	1.895220417
840	1.895196042
841	1.895174167
842	1.895132917
843	1.895095833
844	1.895053333
845	1.895008542
846	1.894966667
847	1.894960417
848	1.894930625
849	1.894895208
850	1.894857708
851	1.894843958
852	1.894821875
853	1.894788542
854	1.894743542
855	1.894702708
856	1.894684167
857	1.894642917
858	1.894598125
859	1.89456875
860	1.894523958
861	1.89448
862	1.894444583
863	1.894401458
864	1.894359375
865	1.894315625
866	1.894277083
867	1.894233542
868	1.894211667
869	1.89416625
870	1.894142292
871	1.894119167
872	1.89408875
873	1.894072292
874	1.894034792
875	1.894007292
876	1.89396375
877	1.893918542
878	1.893879583
879	1.893846042
880	1.893801042
881	1.893758333
882	1.893719792
883	1.893676875
884	1.893633125
885	1.893590833
886	1.893551458
887	1.893510625
888	1.893491042
889	1.893456042
890	1.893426875
891	1.89337875
892	1.893352292
893	1.893340833
894	1.893318333
895	1.893306458
896	1.893257917
897	1.893232083
898	1.893201458
899	1.893156875
900	1.89313
901	1.893082083
902	1.89304875
903	1.89302
904	1.892975208
905	1.892954167
906	1.892920208
907	1.892871458
908	1.892829583
909	1.89281125
910	1.892768542
911	1.892730833
912	1.892706458
913	1.892693333
914	1.892659792
915	1.892624583
916	1.892578333
917	1.892529583
918	1.892519792
919	1.892479583
920	1.892453958
921	1.89243125
922	1.8923925
923	1.892347708
924	1.892302708
925	1.892282708
926	1.892244375
927	1.8922225
928	1.892194792
929	1.892171667
930	1.892147917
931	1.892115417
932	1.892081875
933	1.89202625
934	1.892000625
935	1.891955833
936	1.891908333
937	1.891890625
938	1.89184375
939	1.891820833
940	1.891777083
941	1.891747292
942	1.891725208
943	1.8917
944	1.891653333
945	1.891618542
946	1.891595208
947	1.891577917
948	1.891538542
949	1.891513333
950	1.8914775
951	1.891438958
952	1.891415208
953	1.891375625
954	1.89132625
955	1.891288333
956	1.891251458
957	1.891229167
958	1.891179792
959	1.891134375
960	1.891118542
961	1.891077292
962	1.891032917
963	1.891015625
964	1.8909725
965	1.890946042
966	1.8909025
967	1.890863333
968	1.890816875
969	1.890814792
970	1.890769375
971	1.89072125
972	1.890696667
973	1.890646458
974	1.890601458
975	1.890579792
976	1.890543958
977	1.890508958
978	1.890487292
979	1.890447917
980	1.890405417
981	1.890404167
982	1.890368125
983	1.8903175
984	1.8903
985	1.890256667
986	1.890247917
987	1.890210625
988	1.890169792
989	1.890125
990	1.890082292
991	1.890057083
992	1.890019583
993	1.889981042
994	1.889939375
995	1.889891667
996	1.889846042
997	1.889822083
998	1.889780625
999	1.889735625
