iter	Passed	Remaining
1660	94069	129125
1661	94135	129082
1662	94201	129039
1663	94273	129002
1664	94336	128954
1665	94399	128907
1666	94481	128884
1667	94572	128875
1668	94636	128828
1669	94710	128794
1670	94788	128767
1671	94859	128729
1672	94924	128684
1673	94987	128636
1674	95051	128588
1675	95115	128542
1676	95193	128514
1677	95275	128491
1678	95334	128437
1679	95396	128387
1680	95465	128348
1681	95539	128313
1682	95597	128258
1683	95661	128210
1684	95723	128162
1685	95789	128117
1686	95851	128067
1687	95913	128017
1688	95972	127963
1689	96033	127911
1690	96107	127878
1691	96171	127831
1692	96237	127785
1693	96298	127734
1694	96372	127701
1695	96438	127655
1696	96501	127607
1697	96567	127561
1698	96634	127518
1699	96703	127477
1700	96775	127441
1701	96834	127387
1702	96901	127343
1703	96965	127296
1704	97030	127248
1705	97097	127205
1706	97155	127150
1707	97218	127101
1708	97282	127053
1709	97343	127002
1710	97408	126955
1711	97468	126902
1712	97529	126850
1713	97588	126796
1714	97649	126745
1715	97710	126692
1716	97770	126640
1717	97828	126584
1718	97889	126533
1719	97955	126487
1720	98016	126436
1721	98081	126389
1722	98138	126332
1723	98199	126280
1724	98261	126230
1725	98321	126176
1726	98382	126125
1727	98440	126069
1728	98502	126019
1729	98564	125968
1730	98618	125908
1731	98684	125862
1732	98748	125814
1733	98809	125762
1734	98870	125710
1735	98923	125648
1736	98977	125588
1737	99035	125532
1738	99096	125480
1739	99155	125426
1740	99209	125365
1741	99277	125322
1742	99334	125265
1743	99392	125209
1744	99452	125156
1745	99517	125108
1746	99577	125056
1747	99644	125011
1748	99703	124956
1749	99762	124902
1750	99821	124848
1751	99880	124793
1752	99937	124736
1753	99992	124676
1754	100055	124626
1755	100113	124571
1756	100167	124511
1757	100222	124451
1758	100281	124396
1759	100335	124336
1760	100394	124281
1761	100453	124227
1762	100508	124167
1763	100571	124118
1764	100629	124061
1765	100685	124003
1766	100745	123950
1767	100802	123893
1768	100859	123836
1769	100915	123778
1770	100978	123729
1771	101032	123668
1772	101090	123611
1773	101149	123556
1774	101210	123505
1775	101275	123457
1776	101335	123404
1777	101397	123353
1778	101454	123297
1779	101512	123240
1780	101572	123187
1781	101640	123143
1782	101706	123097
1783	101766	123044
1784	101828	122993
1785	101893	122945
1786	101952	122891
1787	102011	122836
1788	102068	122779
1789	102128	122724
1790	102180	122662
1791	102242	122611
1792	102303	122558
1793	102368	122510
1794	102425	122454
1795	102491	122407
1796	102555	122359
1797	102614	122304
1798	102677	122254
1799	102735	122197
1800	102790	122139
1801	102847	122081
1802	102907	122027
1803	102963	121969
1804	103018	121909
1805	103075	121852
1806	103131	121794
1807	103192	121742
1808	103246	121681
1809	103304	121625
1810	103365	121572
1811	103421	121514
1812	103478	121457
1813	103537	121402
1814	103596	121347
1815	103657	121295
1816	103716	121239
1817	103784	121196
1818	103853	121152
1819	103912	121097
1820	103971	121043
1821	104030	120988
1822	104091	120935
1823	104152	120882
1824	104212	120829
1825	104266	120768
1826	104321	120709
1827	104380	120654
1828	104442	120602
1829	104503	120550
1830	104566	120499
1831	104621	120440
1832	104683	120388
1833	104744	120335
1834	104804	120282
1835	104861	120225
1836	104925	120175
1837	104983	120120
1838	105044	120067
1839	105103	120012
1840	105170	119966
1841	105235	119917
1842	105298	119867
1843	105354	119809
1844	105414	119755
1845	105476	119704
1846	105534	119647
1847	105596	119595
1848	105653	119538
1849	105716	119488
1850	105772	119430
1851	105830	119373
1852	105891	119320
1853	105953	119268
1854	106012	119214
1855	106071	119158
1856	106128	119101
1857	106184	119043
1858	106244	118989
1859	106302	118933
1860	106359	118876
1861	106418	118820
1862	106479	118768
1863	106538	118713
1864	106599	118659
1865	106654	118600
1866	106712	118544
1867	106771	118488
1868	106830	118433
1869	106885	118373
1870	106953	118328
1871	107009	118271
1872	107071	118218
1873	107128	118161
1874	107183	118102
1875	107246	118051
1876	107305	117996
1877	107362	117938
1878	107420	117882
1879	107480	117828
1880	107536	117769
1881	107592	117711
1882	107649	117654
1883	107755	117649
1884	107812	117593
1885	107871	117537
1886	107936	117488
1887	107996	117435
1888	108060	117385
1889	108125	117335
1890	108189	117286
1891	108249	117232
1892	108309	117177
1893	108368	117122
1894	108426	117066
1895	108487	117012
1896	108549	116961
1897	108606	116904
1898	108661	116844
1899	108721	116789
1900	108784	116738
1901	108843	116683
1902	108903	116629
1903	108960	116571
1904	109019	116516
1905	109074	116456
1906	109130	116398
1907	109192	116345
1908	109261	116300
1909	109314	116240
1910	109373	116183
1911	109427	116124
1912	109485	116066
1913	109543	116011
1914	109601	115954
1915	109657	115895
1916	109717	115841
1917	109784	115795
1918	109838	115733
1919	109897	115678
1920	109953	115620
1921	110009	115561
1922	110071	115509
1923	110129	115452
1924	110190	115399
1925	110254	115348
1926	110311	115291
1927	110363	115229
1928	110419	115170
1929	110478	115115
1930	110537	115059
1931	110592	115000
1932	110648	114941
1933	110704	114883
1934	110759	114823
1935	110820	114770
1936	110878	114713
1937	110945	114666
1938	111003	114610
1939	111064	114556
1940	111120	114498
1941	111183	114447
1942	111244	114393
1943	111306	114340
1944	111363	114283
1945	111413	114218
1946	111468	114159
1947	111526	114102
1948	111583	114045
1949	111643	113990
1950	111704	113937
1951	111766	113884
1952	111824	113828
1953	111879	113769
1954	111940	113715
1955	111994	113655
1956	112051	113597
1957	112114	113545
1958	112170	113487
1959	112228	113431
1960	112284	113372
1961	112346	113319
1962	112409	113268
1963	112476	113220
1964	112541	113171
1965	112599	113115
1966	112654	113055
1967	112715	113002
1968	112776	112948
1969	112833	112890
1970	112892	112835
1971	112946	112774
1972	113000	112714
1973	113057	112656
1974	113114	112599
1975	113174	112544
1976	113235	112490
1977	113295	112435
1978	113352	112378
1979	113409	112320
1980	113464	112262
1981	113522	112205
1982	113582	112150
1983	113643	112097
1984	113698	112037
1985	113755	111979
1986	113810	111920
1987	113869	111864
1988	113926	111807
1989	113984	111750
1990	114043	111694
1991	114098	111635
1992	114159	111581
1993	114216	111524
1994	114272	111465
1995	114335	111414
1996	114389	111353
1997	114447	111296
1998	114510	111245
1999	114571	111192
2000	114636	111141
2001	114698	111088
2002	114758	111034
2003	114818	110979
2004	114878	110925
2005	114941	110873
2006	114999	110816
2007	115054	110756
2008	115115	110703
2009	115170	110643
2010	115227	110586
2011	115285	110529
2012	115343	110473
2013	115402	110416
2014	115461	110361
2015	115522	110307
2016	115583	110254
2017	115646	110202
2018	115703	110144
2019	115767	110094
2020	115836	110047
2021	115895	109991
2022	115957	109939
2023	116018	109884
2024	116081	109833
2025	116147	109783
2026	116202	109724
2027	116259	109666
2028	116321	109613
2029	116380	109558
2030	116439	109502
2031	116497	109445
2032	116554	109388
2033	116611	109330
2034	116670	109274
2035	116733	109222
2036	116797	109171
2037	116857	109116
2038	116912	109056
2039	116971	109001
2040	117030	108945
2041	117086	108887
2042	117145	108831
2043	117205	108776
2044	117260	108716
2045	117320	108661
2046	117376	108603
2047	117431	108543
2048	117492	108490
2049	117550	108433
2050	117611	108379
2051	117664	108317
2052	117719	108257
2053	117775	108199
2054	117835	108145
2055	117893	108087
2056	117953	108033
2057	118013	107978
2058	118072	107922
2059	118131	107866
2060	118189	107809
2061	118250	107756
2062	118311	107701
2063	118371	107646
2064	118430	107591
2065	118488	107534
2066	118543	107474
2067	118603	107420
2068	118662	107363
2069	118722	107308
2070	118783	107254
2071	118847	107203
2072	118907	107148
2073	118968	107094
2074	119028	107039
2075	119086	106982
2076	119144	106925
2077	119207	106873
2078	119267	106818
2079	119332	106768
2080	119401	106721
2081	119459	106664
2082	119525	106614
2083	119583	106557
2084	119643	106502
2085	119704	106448
2086	119762	106391
2087	119819	106333
2088	119880	106279
2089	119942	106226
2090	120007	106175
2091	120065	106119
2092	120121	106060
2093	120184	106008
2094	120239	105948
2095	120302	105895
2096	120359	105837
2097	120419	105782
2098	120478	105727
2099	120539	105673
2100	120598	105616
2101	120659	105563
2102	120721	105509
2103	120780	105453
2104	120836	105394
2105	120899	105342
2106	120959	105287
2107	121027	105238
2108	121084	105181
2109	121144	105125
2110	121203	105069
2111	121267	105017
2112	121325	104961
2113	121386	104907
2114	121446	104851
2115	121500	104791
2116	121560	104736
2117	121617	104678
2118	121676	104621
2119	121736	104567
2120	121791	104507
2121	121851	104452
2122	121908	104394
2123	121967	104338
2124	122025	104281
2125	122087	104227
2126	122153	104178
2127	122218	104127
2128	122284	104076
2129	122339	104017
2130	122396	103959
2131	122455	103903
2132	122507	103841
2133	122564	103783
2134	122623	103727
2135	122683	103672
2136	122738	103612
2137	122795	103555
2138	122857	103500
2139	122916	103444
2140	122970	103384
2141	123028	103328
2142	123087	103271
2143	123154	103222
2144	123219	103170
2145	123273	103110
2146	123331	103054
2147	123389	102997
2148	123452	102943
2149	123507	102884
2150	123618	102872
2151	123677	102815
2152	123731	102754
2153	123788	102697
2154	123845	102639
2155	123906	102585
2156	123966	102529
2157	124024	102472
2158	124080	102414
2159	124138	102356
2160	124195	102298
2161	124254	102242
2162	124324	102195
2163	124382	102138
2164	124439	102080
2165	124499	102024
2166	124559	101969
2167	124620	101915
2168	124675	101855
2169	124736	101801
2170	124801	101749
2171	124862	101695
2172	124925	101641
2173	124982	101584
2174	125035	101523
2175	125092	101464
2176	125149	101407
2177	125207	101350
2178	125264	101292
2179	125327	101239
2180	125392	101187
2181	125459	101137
2182	125521	101084
2183	125580	101027
2184	125639	100971
2185	125694	100911
2186	125753	100856
2187	125818	100804
2188	125871	100742
2189	125933	100689
2190	125990	100631
2191	126047	100573
2192	126112	100521
2193	126171	100466
2194	126230	100409
2195	126289	100352
2196	126354	100301
2197	126412	100244
2198	126472	100188
2199	126535	100135
2200	126596	100081
2201	126656	100025
2202	126716	99970
2203	126774	99912
2204	126832	99855
2205	126887	99796
2206	126952	99744
2207	127010	99686
2208	127070	99631
2209	127122	99569
2210	127184	99515
2211	127249	99464
2212	127314	99412
2213	127376	99358
2214	127443	99308
2215	127511	99258
2216	127578	99208
2217	127634	99149
2218	127694	99093
2219	127751	99036
2220	127807	98977
2221	127870	98923
2222	127927	98866
2223	127985	98808
2224	128041	98750
2225	128101	98694
2226	128157	98635
2227	128215	98578
2228	128280	98526
2229	128340	98471
2230	128398	98413
2231	128454	98355
2232	128515	98300
2233	128579	98247
2234	128640	98192
2235	128704	98140
2236	128761	98082
2237	128817	98023
2238	128873	97964
2239	128933	97908
2240	128991	97851
2241	129051	97796
2242	129112	97741
2243	129169	97683
2244	129226	97625
2245	129284	97567
2246	129347	97514
2247	129407	97458
2248	129467	97402
2249	129531	97349
2250	129599	97300
2251	129669	97252
2252	129733	97199
2253	129788	97139
2254	129848	97083
2255	129906	97026
2256	129969	96973
2257	130030	96917
2258	130087	96860
2259	130149	96806
2260	130209	96750
2261	130265	96691
2262	130324	96634
2263	130378	96574
2264	130437	96518
2265	130497	96462
2266	130557	96406
2267	130617	96350
2268	130679	96296
2269	130743	96243
2270	130804	96188
2271	130865	96133
2272	130926	96078
2273	130982	96019
2274	131040	95961
2275	131097	95903
2276	131154	95846
2277	131213	95789
2278	131273	95733
2279	131331	95675
2280	131400	95626
2281	131459	95570
2282	131522	95516
2283	131587	95463
2284	131642	95404
2285	131701	95348
2286	131766	95295
2287	131827	95241
2288	131890	95187
2289	131950	95130
2290	132005	95071
2291	132064	95015
2292	132125	94959
2293	132183	94902
2294	132242	94845
2295	132304	94791
2296	132361	94733
2297	132418	94675
2298	132474	94616
2299	132536	94561
2300	132594	94504
2301	132653	94447
2302	132709	94389
2303	132770	94333
2304	132826	94275
2305	132883	94217
2306	132947	94163
2307	133005	94106
2308	133066	94051
2309	133127	93996
2310	133183	93937
2311	133247	93883
2312	133308	93828
2313	133368	93772
2314	133424	93713
2315	133486	93659
2316	133543	93601
2317	133602	93545
2318	133665	93490
2319	133722	93432
2320	133778	93374
2321	133835	93315
2322	133899	93262
2323	133960	93207
2324	134021	93152
2325	134078	93093
2326	134141	93040
2327	134200	92983
2328	134259	92926
2329	134317	92869
2330	134369	92807
2331	134428	92750
2332	134487	92694
2333	134588	92666
2334	134644	92607
2335	134711	92556
2336	134768	92498
2337	134827	92441
2338	134876	92378
2339	134931	92318
2340	134986	92258
2341	135046	92203
2342	135107	92147
2343	135166	92091
2344	135228	92036
2345	135293	91983
2346	135357	91930
2347	135415	91872
2348	135475	91816
2349	135535	91760
2350	135593	91702
2351	135647	91642
2352	135703	91584
2353	135762	91527
2354	135817	91467
2355	135879	91412
2356	135937	91355
2357	135994	91297
2358	136057	91243
2359	136123	91191
2360	136189	91138
2361	136249	91083
2362	136307	91025
2363	136362	90966
2364	136419	90908
2365	136478	90851
2366	136538	90794
2367	136595	90736
2368	136657	90681
2369	136714	90623
2370	136772	90566
2371	136828	90507
2372	136895	90456
2373	136955	90400
2374	137012	90341
2375	137072	90285
2376	137134	90230
2377	137205	90181
2378	137260	90122
2379	137319	90065
2380	137387	90014
2381	137449	89959
2382	137507	89901
2383	137570	89847
2384	137628	89790
2385	137687	89733
2386	137746	89676
2387	137804	89619
2388	137866	89564
2389	137926	89507
2390	137991	89454
2391	138052	89399
2392	138111	89342
2393	138170	89285
2394	138234	89231
2395	138301	89180
2396	138357	89121
2397	138420	89067
2398	138479	89010
2399	138540	88954
2400	138604	88900
2401	138664	88844
2402	138727	88789
2403	138789	88734
2404	138847	88677
2405	138905	88619
2406	138961	88561
2407	139025	88507
2408	139091	88454
2409	139153	88399
2410	139212	88342
2411	139272	88286
2412	139330	88229
2413	139384	88169
2414	139484	88138
2415	139560	88091
2416	139616	88032
2417	139675	87975
2418	139732	87917
2419	139795	87862
2420	139852	87805
2421	139917	87751
2422	139974	87693
2423	140031	87635
2424	140090	87578
2425	140145	87518
2426	140205	87462
2427	140263	87404
2428	140320	87346
2429	140386	87293
2430	140445	87236
2431	140507	87181
2432	140564	87123
2433	140624	87067
2434	140680	87008
2435	140736	86949
2436	140795	86892
2437	140849	86831
2438	140909	86775
2439	140966	86717
2440	141025	86660
2441	141080	86601
2442	141139	86543
2443	141196	86485
2444	141253	86427
2445	141313	86371
2446	141370	86312
2447	141435	86259
2448	141494	86202
2449	141554	86145
2450	141607	86085
2451	141666	86028
2452	141724	85970
2453	141779	85911
2454	141835	85852
2455	141894	85795
2456	141952	85737
2457	142016	85683
2458	142074	85626
2459	142134	85569
2460	142195	85514
2461	142254	85456
2462	142318	85402
2463	142379	85346
2464	142438	85289
2465	142503	85236
2466	142569	85183
2467	142636	85130
2468	142692	85072
2469	142749	85013
2470	142812	84959
2471	142869	84900
2472	142943	84852
2473	143000	84794
2474	143056	84735
2475	143112	84677
2476	143172	84620
2477	143233	84564
2478	143291	84506
2479	143350	84449
2480	143405	84390
2481	143464	84333
2482	143522	84275
2483	143581	84218
2484	143641	84161
2485	143695	84101
2486	143754	84044
2487	143813	83987
2488	143867	83927
2489	143922	83868
2490	143981	83811
2491	144035	83750
2492	144088	83690
2493	144144	83631
2494	144204	83574
2495	144267	83520
2496	144324	83461
2497	144382	83404
2498	144445	83349
2499	144505	83293
2500	144562	83234
2501	144619	83176
2502	144681	83120
2503	144742	83064
2504	144803	83008
2505	144864	82952
2506	144923	82895
2507	144978	82836
2508	145036	82778
2509	145093	82720
2510	145156	82665
2511	145215	82608
2512	145275	82552
2513	145334	82494
2514	145389	82435
2515	145445	82376
2516	145505	82319
2517	145563	82262
2518	145626	82207
2519	145686	82150
2520	145744	82093
2521	145799	82034
2522	145858	81976
2523	145924	81923
2524	145980	81864
2525	146038	81807
2526	146099	81751
2527	146154	81691
2528	146212	81633
2529	146268	81575
2530	146328	81518
2531	146380	81457
2532	146437	81398
2533	146494	81340
2534	146553	81283
2535	146613	81227
2536	146672	81169
2537	146733	81113
2538	146795	81058
2539	146860	81004
2540	146926	80951
2541	146990	80896
2542	147050	80840
2543	147116	80786
2544	147176	80730
2545	147236	80673
2546	147295	80616
2547	147353	80558
2548	147407	80498
2549	147465	80441
2550	147522	80382
2551	147583	80326
2552	147641	80269
2553	147697	80210
2554	147758	80154
2555	147815	80095
2556	147878	80040
2557	147935	79982
2558	147989	79922
2559	148048	79864
2560	148104	79806
2561	148161	79748
2562	148217	79689
2563	148273	79630
2564	148328	79571
2565	148385	79512
2566	148443	79455
2567	148503	79398
2568	148562	79341
2569	148621	79283
2570	148675	79224
2571	148738	79169
2572	148795	79110
2573	148851	79051
2574	148910	78995
2575	148980	78943
2576	149041	78887
2577	149100	78830
2578	149161	78773
2579	149222	78717
2580	149281	78660
2581	149340	78603
2582	149393	78542
2583	149451	78485
2584	149510	78428
2585	149585	78379
2586	149642	78320
2587	149695	78260
2588	149755	78203
2589	149813	78145
2590	149869	78087
2591	149926	78028
2592	149984	77971
2593	150042	77913
2594	150103	77857
2595	150161	77799
2596	150217	77740
2597	150274	77682
2598	150337	77627
2599	150392	77567
2600	150452	77511
2601	150519	77457
2602	150572	77397
2603	150634	77341
2604	150689	77282
2605	150749	77225
2606	150810	77169
2607	150869	77112
2608	150927	77054
2609	150985	76996
2610	151046	76940
2611	151108	76884
2612	151174	76831
2613	151239	76776
2614	151298	76719
2615	151358	76663
2616	151414	76603
2617	151476	76548
2618	151532	76489
2619	151590	76431
2620	151654	76377
2621	151712	76319
2622	151773	76262
2623	151835	76207
2624	151901	76153
2625	151954	76092
2626	152008	76033
2627	152067	75975
2628	152127	75918
2629	152189	75863
2630	152254	75808
2631	152312	75751
2632	152378	75697
2633	152436	75639
2634	152499	75584
2635	152558	75526
2636	152614	75468
2637	152679	75413
2638	152724	75349
2639	152781	75291
2640	152839	75233
2641	152899	75176
2642	152960	75120
2643	153018	75062
2644	153074	75003
2645	153130	74944
2646	153190	74887
2647	153250	74830
2648	153312	74775
2649	153374	74719
2650	153438	74664
2651	153500	74608
2652	153559	74551
2653	153615	74492
2654	153668	74432
2655	153728	74375
2656	153789	74319
2657	153847	74261
2658	153906	74203
2659	153966	74146
2660	154021	74087
2661	154079	74030
2662	154137	73971
2663	154194	73913
2664	154250	73855
2665	154306	73796
2666	154371	73741
2667	154431	73684
2668	154491	73628
2669	154550	73570
2670	154608	73512
2671	154668	73455
2672	154727	73398
2673	154785	73340
2674	154846	73284
2675	154905	73227
2676	154965	73169
2677	155024	73112
2678	155076	73052
2679	155136	72995
2680	155195	72937
2681	155253	72879
2682	155359	72844
2683	155422	72789
2684	155481	72731
2685	155550	72679
2686	155608	72621
2687	155663	72561
2688	155722	72504
2689	155779	72446
2690	155835	72387
2691	155895	72330
2692	155958	72274
2693	156012	72214
2694	156073	72158
2695	156135	72102
2696	156191	72043
2697	156255	71988
2698	156313	71931
2699	156373	71873
2700	156428	71814
2701	156489	71758
2702	156546	71699
2703	156605	71642
2704	156661	71583
2705	156718	71525
2706	156782	71470
2707	156846	71415
2708	156902	71356
2709	156963	71299
2710	157023	71242
2711	157078	71183
2712	157148	71130
2713	157213	71076
2714	157272	71018
2715	157336	70963
2716	157395	70906
2717	157453	70848
2718	157509	70789
2719	157575	70735
2720	157645	70682
2721	157711	70628
2722	157774	70572
2723	157832	70514
2724	157896	70459
2725	157950	70399
2726	158006	70340
2727	158066	70283
2728	158125	70226
2729	158189	70171
2730	158246	70112
2731	158302	70053
2732	158367	69999
2733	158423	69940
2734	158483	69883
2735	158538	69824
2736	158595	69765
2737	158654	69708
2738	158715	69651
2739	158773	69593
2740	158826	69533
2741	158882	69474
2742	158938	69416
2743	158998	69359
2744	159056	69301
2745	159116	69244
2746	159176	69187
2747	159230	69127
2748	159292	69070
2749	159351	69013
2750	159415	68958
2751	159471	68899
2752	159531	68842
2753	159593	68786
2754	159648	68727
2755	159712	68671
2756	159773	68615
2757	159837	68559
2758	159892	68500
2759	159948	68441
2760	160017	68388
2761	160086	68335
2762	160155	68281
2763	160222	68227
2764	160284	68171
2765	160349	68116
2766	160412	68060
2767	160519	68023
