iter	Logloss
265	0.1539224907
266	0.1538539252
267	0.153826596
268	0.1538159511
269	0.153769298
270	0.1537436401
271	0.1537018542
272	0.1536704109
273	0.1536253896
274	0.1536009776
275	0.1535654389
276	0.1535394377
277	0.1535082738
278	0.1534599053
279	0.1534221821
280	0.1533867837
281	0.1533658058
282	0.1533432982
283	0.1533154703
284	0.1532865953
285	0.1532345359
286	0.1531715687
287	0.1531550819
288	0.1531032421
289	0.1530819143
290	0.1530521361
291	0.1530151911
292	0.1529848689
293	0.1529573421
294	0.1529179157
295	0.1528900922
296	0.1528452694
297	0.1528232315
298	0.1528067568
299	0.1527784597
300	0.1527398486
301	0.1527168621
302	0.1526905825
303	0.1526641229
304	0.1526068591
305	0.1525783823
306	0.1525397706
307	0.1525045071
308	0.1524789326
309	0.1524556433
310	0.1524215523
311	0.1524006975
312	0.152380129
313	0.1523549743
314	0.1523403327
315	0.1523122264
316	0.1522718581
317	0.1522466534
318	0.15222139
319	0.1521746909
320	0.152118026
321	0.1520812038
322	0.1520558517
323	0.1520336774
324	0.1520214414
325	0.1520087283
326	0.1519890918
327	0.1519550485
328	0.1519429245
329	0.1519181294
330	0.1518994741
331	0.1518763512
332	0.1518412646
333	0.1518407183
334	0.151825189
335	0.1517913364
336	0.1517641273
337	0.1517392408
338	0.1517193666
339	0.1516938272
340	0.151670025
341	0.151652045
342	0.1516339945
343	0.1516055251
344	0.1515957622
345	0.1515764422
346	0.151568768
347	0.1515336727
348	0.1515061097
349	0.1514945724
350	0.1514781516
351	0.1514408802
352	0.1514165068
353	0.1514007144
354	0.15137898
355	0.1513434099
356	0.1513120984
357	0.1512879507
358	0.1512721028
359	0.1512526839
360	0.1512212628
361	0.1511924286
362	0.1511727133
363	0.1511331061
364	0.151097834
365	0.151078074
366	0.1510555279
367	0.151021836
368	0.1509992577
369	0.1509744014
370	0.1509472851
371	0.1509066236
372	0.1508830938
373	0.1508535487
374	0.1508356158
375	0.1508228821
376	0.1508045816
377	0.1507813345
378	0.1507603628
379	0.1507467253
380	0.1507174461
381	0.1506968967
382	0.1506730032
383	0.150658723
384	0.1506345306
385	0.1506187002
386	0.1505792357
387	0.1505559064
388	0.1505402927
389	0.1505154327
390	0.1504877676
391	0.1504715385
392	0.1504472999
393	0.1504120194
394	0.1503940588
395	0.1503600629
396	0.1503409852
397	0.1503268099
398	0.1503069234
399	0.1502746467
400	0.1502546953
401	0.1502305497
402	0.1502150671
403	0.1502021802
404	0.150167242
405	0.1501509778
406	0.1501303399
407	0.1501113253
408	0.1501068142
409	0.1500867906
410	0.1500728764
411	0.1500566517
412	0.1500311254
413	0.1500051348
414	0.1499891169
415	0.1499746637
416	0.1499510789
417	0.1499314991
418	0.1499065987
419	0.1498584812
420	0.1498419174
421	0.1498103139
422	0.1497892247
423	0.1497692751
424	0.1497526662
425	0.1497040089
426	0.1496910225
427	0.1496788643
428	0.1496559378
429	0.1496115072
430	0.1495837236
431	0.1495573017
432	0.1495286404
433	0.1494895723
434	0.1494706298
435	0.1494681505
436	0.14943757
437	0.1494110641
438	0.1493961778
439	0.1493776374
440	0.1493410355
441	0.1493261827
442	0.1493030682
443	0.1492717833
444	0.1492466043
445	0.1492278584
446	0.1492116613
447	0.1491773258
448	0.1491531583
449	0.1491140586
450	0.1490993849
451	0.1490814746
452	0.1490607819
453	0.1490290864
454	0.1490166268
455	0.1489982725
456	0.1489799551
457	0.1489548741
458	0.1489331208
459	0.1488794168
460	0.1488517307
461	0.1488304066
462	0.1488139984
463	0.1487937752
464	0.1487742134
465	0.1487504494
466	0.1487386985
467	0.1487214709
468	0.1487063918
469	0.1486844247
470	0.1486502678
471	0.1486205826
472	0.1486030153
473	0.1485913795
474	0.1485803903
475	0.1485536774
476	0.148541444
477	0.1485173971
478	0.1485057635
479	0.1484937452
480	0.148460915
481	0.1484308603
482	0.1484299116
483	0.1484148919
484	0.1483985615
485	0.1483682109
486	0.1483504545
487	0.1483312293
488	0.1482980996
489	0.148280325
490	0.1482657722
491	0.1482483204
492	0.148207934
493	0.1481889095
494	0.1481745431
495	0.1481477638
496	0.1481240553
497	0.1481084319
498	0.1480925869
499	0.1480787225
500	0.1480628236
501	0.1480517448
502	0.1480334944
503	0.148017589
504	0.1479994185
505	0.1479749648
506	0.1479607406
507	0.1479377063
508	0.1479247124
509	0.1479031886
510	0.1478927243
511	0.1478820396
512	0.1478645346
513	0.1478452004
514	0.1478253151
515	0.1478048214
516	0.1477882842
517	0.1477733983
518	0.1477528049
519	0.1477348034
520	0.1477150599
521	0.1476984166
522	0.1476799006
523	0.1476685444
524	0.1476542574
525	0.1476380721
526	0.1476259941
527	0.147607647
528	0.1476003611
529	0.147582439
530	0.1475577574
531	0.147535491
532	0.1475215533
533	0.1474968141
534	0.1474795503
535	0.147463834
536	0.1474414951
537	0.1474288328
538	0.147410802
539	0.14739206
540	0.1473679748
541	0.1473370021
542	0.1473233076
543	0.1472983234
544	0.1472817404
545	0.1472645824
546	0.1472501929
547	0.1472334183
548	0.1472159613
549	0.1472026025
550	0.1471806462
551	0.1471638168
552	0.147155409
553	0.1471341547
554	0.1471182713
555	0.1471089015
556	0.1470878057
557	0.1470703693
558	0.1470569554
559	0.1470327489
560	0.147021481
561	0.1470109052
562	0.1469966013
563	0.1469827686
564	0.1469648697
565	0.1469268638
566	0.1469096404
567	0.1468970097
568	0.1468762652
569	0.1468640405
570	0.1468516216
571	0.1468309948
572	0.1468166233
573	0.1468023593
574	0.1467872678
575	0.146767323
576	0.1467500364
577	0.1467391174
578	0.1467243906
579	0.1467101168
580	0.1466914138
581	0.146664168
582	0.1466435342
583	0.1466260283
584	0.1466156978
585	0.1465996328
586	0.1465677802
587	0.1465504685
588	0.14653336
589	0.146513307
590	0.1464955682
591	0.146476463
592	0.1464651366
593	0.1464315542
594	0.1464198
595	0.1464003269
596	0.1463804236
597	0.1463655189
598	0.1463484795
599	0.1463323147
600	0.1463154512
601	0.1463006758
602	0.1462894674
603	0.1462721389
604	0.1462533593
605	0.146239597
606	0.1462200897
607	0.1462011048
608	0.1461836145
609	0.1461628588
610	0.1461536577
611	0.1461209476
612	0.1461050979
613	0.1460810033
614	0.1460590536
615	0.1460403086
616	0.1460284754
617	0.1460158833
618	0.1460098943
619	0.14598502
620	0.145956381
621	0.1459309268
622	0.1459122627
623	0.1459038622
624	0.1458858736
625	0.1458743279
626	0.1458667764
627	0.1458523763
628	0.1458326895
629	0.1458125002
630	0.1457940661
631	0.1457796291
632	0.1457721029
633	0.1457548426
634	0.1457431298
635	0.1457307633
636	0.145712299
637	0.1456908223
638	0.1456782829
639	0.1456594101
640	0.1456474524
641	0.1456235645
642	0.1456074291
643	0.1455880912
644	0.1455601812
645	0.1455408765
646	0.1455171687
647	0.1455028858
648	0.1454805158
649	0.1454645637
650	0.1454288998
651	0.1454173539
652	0.1454044806
653	0.1453943201
654	0.1453784284
655	0.1453641116
656	0.1453495973
657	0.1453382071
658	0.1453151058
659	0.1453009449
660	0.1452720164
661	0.1452567498
662	0.1452511648
663	0.1452411114
664	0.1452249773
665	0.1452133349
666	0.145195451
667	0.1451848551
668	0.1451620002
669	0.1451450679
670	0.1451308362
671	0.1451108253
672	0.14508244
673	0.1450730003
674	0.1450574617
675	0.145043726
676	0.1450239467
677	0.1450116628
678	0.1449950827
679	0.14497233
680	0.1449459873
681	0.1449284258
682	0.1449122014
683	0.1448973817
684	0.1448883565
685	0.1448791778
686	0.1448727933
687	0.1448540796
688	0.1448437398
689	0.144828408
690	0.1448102383
691	0.1447902077
692	0.1447822162
693	0.1447678709
694	0.1447503422
695	0.1447270612
696	0.1447187248
697	0.1447040344
698	0.1446880821
699	0.1446688972
700	0.1446521726
701	0.1446357232
702	0.1446202524
703	0.1446050391
704	0.1445924011
705	0.1445657716
706	0.1445551628
707	0.1445406953
708	0.1445224264
709	0.1444975015
710	0.1444772743
711	0.1444581626
712	0.1444305114
713	0.1444221132
714	0.1444015824
715	0.1443804682
716	0.1443686239
717	0.1443634138
718	0.1443548614
719	0.1443438474
720	0.1443321786
721	0.1443134011
722	0.1442903092
723	0.1442819447
724	0.1442626953
725	0.1442386538
726	0.1442084758
727	0.1441933453
728	0.1441685854
729	0.1441524072
730	0.1441350962
731	0.1441187074
732	0.1441035444
733	0.1440724289
734	0.1440588086
735	0.1440437607
736	0.1440238712
737	0.1440100435
738	0.1439890487
739	0.1439639362
740	0.1439450763
741	0.1439217192
742	0.1439083794
743	0.1438923428
744	0.1438722197
745	0.1438513385
746	0.143837465
747	0.1438243418
748	0.1438139589
749	0.1438056593
750	0.143784578
751	0.1437733616
752	0.1437539296
753	0.1437422738
754	0.1437244197
755	0.1437090281
756	0.1436905608
757	0.143678583
758	0.1436601455
759	0.1436409241
760	0.1436257269
761	0.1436110601
762	0.1435945382
763	0.1435866206
764	0.1435745629
765	0.1435610299
766	0.1435469273
767	0.1435268233
768	0.1435086107
769	0.143490775
770	0.1434703549
771	0.1434618339
772	0.1434486934
773	0.1434321526
774	0.1434123189
775	0.1433923842
776	0.1433798594
777	0.1433642444
778	0.1433493405
779	0.1433251795
780	0.1433107353
781	0.1432925413
782	0.1432728287
783	0.1432612704
784	0.1432498026
785	0.1432247206
786	0.143214202
787	0.1431971868
788	0.143180965
789	0.1431676534
790	0.1431471384
791	0.1431269404
792	0.1431112536
793	0.1430815953
794	0.143064344
795	0.1430469608
796	0.1430385021
797	0.1430236212
798	0.1430019989
799	0.1429863958
800	0.1429713905
801	0.1429590108
802	0.1429493129
803	0.1429346464
804	0.1429154611
805	0.1429080785
806	0.1428974262
807	0.1428840645
808	0.1428713039
809	0.1428406908
810	0.1428284178
811	0.1428129084
812	0.1428018589
813	0.1427853803
814	0.1427712891
815	0.1427596484
816	0.1427477622
817	0.1427333062
818	0.1427153809
819	0.142704756
820	0.1426906649
821	0.1426728159
822	0.1426502947
823	0.1426391297
824	0.1426295825
825	0.142619456
826	0.1426021751
827	0.1425845042
828	0.1425783769
829	0.1425615185
830	0.1425450395
831	0.1425267083
832	0.142506731
833	0.1424935086
834	0.1424798241
835	0.1424654115
836	0.1424444564
837	0.14243544
838	0.1424198413
839	0.1424046035
840	0.1423820087
841	0.1423674914
842	0.142356878
843	0.1423469291
844	0.1423315784
845	0.1423105594
846	0.1423004549
847	0.1422854171
848	0.1422681715
849	0.1422565212
850	0.1422310473
851	0.142210755
852	0.1421929922
853	0.1421805542
854	0.1421661422
855	0.1421470097
856	0.1421277928
857	0.1421118432
858	0.1420916581
859	0.1420824048
860	0.1420732605
861	0.1420704663
862	0.142056345
863	0.1420459833
864	0.1420321541
865	0.1420151164
866	0.1420041042
867	0.1419926108
868	0.1419712938
869	0.1419538515
870	0.1419438945
871	0.1419312328
872	0.1419236846
873	0.1419078267
874	0.1418928335
875	0.1418786163
876	0.1418602847
877	0.1418519835
878	0.1418410359
879	0.141830333
880	0.1418119576
881	0.1417966525
882	0.1417880998
883	0.1417747579
884	0.1417569466
885	0.1417423379
886	0.1417319201
887	0.1417097249
888	0.1417007419
889	0.141686681
890	0.1416697414
891	0.1416571911
892	0.1416465089
893	0.1416317522
894	0.141616365
895	0.1416034797
896	0.1415952448
897	0.1415842989
898	0.1415769534
899	0.1415647647
900	0.1415556075
901	0.1415492842
902	0.1415310163
903	0.1415174101
904	0.1415079552
905	0.1414932469
906	0.1414679524
907	0.1414516364
908	0.1414415832
909	0.1414362373
910	0.1414133565
911	0.1413998982
912	0.141390387
913	0.1413817854
914	0.1413671171
915	0.1413493951
916	0.1413427342
917	0.1413319835
918	0.141318612
919	0.1412997628
920	0.1412761948
921	0.1412555434
922	0.1412376691
923	0.1412274095
924	0.1412173852
925	0.1412031416
926	0.141195016
927	0.1411821969
928	0.1411731524
929	0.1411600914
930	0.1411476088
931	0.1411391478
932	0.141128199
933	0.1411156484
934	0.1410980272
935	0.1410919558
936	0.1410795794
937	0.1410625703
938	0.1410414603
939	0.1410213348
940	0.1410107366
941	0.1409991183
942	0.1409881152
943	0.1409689626
944	0.140959165
945	0.1409491636
946	0.1409410263
947	0.1409255032
948	0.1409127433
949	0.1408971555
950	0.1408819383
951	0.14087652
952	0.1408652666
953	0.1408545852
954	0.1408374964
955	0.1408166352
956	0.1408043195
957	0.1407848297
958	0.140768371
959	0.1407534486
960	0.1407396163
961	0.1407217296
962	0.1407062447
963	0.1406948571
964	0.1406834741
965	0.1406678088
966	0.1406538457
967	0.1406334263
968	0.1406270893
969	0.1406196469
970	0.1406114585
971	0.1406029717
972	0.140587483
973	0.1405781247
974	0.1405596284
975	0.1405417685
976	0.140527396
977	0.1405170325
978	0.1405089287
979	0.140492469
980	0.1404810873
981	0.140468178
982	0.1404501334
983	0.1404409144
984	0.1404262531
985	0.140413114
986	0.1403943665
987	0.1403769331
988	0.1403645644
989	0.1403559912
990	0.1403458056
991	0.1403329889
992	0.140320784
993	0.1403015181
994	0.1402865868
995	0.1402716277
996	0.1402559773
997	0.1402364268
998	0.1402202027
999	0.1402070833
1000	0.1402020098
1001	0.1401847571
1002	0.1401775806
1003	0.1401657333
1004	0.1401554381
1005	0.140146767
1006	0.1401394084
1007	0.1401299023
1008	0.140120753
1009	0.1401154271
1010	0.1400996105
1011	0.140096261
1012	0.1400858269
1013	0.1400747284
1014	0.1400669999
1015	0.1400553675
1016	0.1400395454
1017	0.1400272249
1018	0.1400148268
1019	0.1399989573
1020	0.1399802213
1021	0.1399686811
1022	0.1399530885
1023	0.1399384772
1024	0.1399238367
1025	0.1399116738
1026	0.1398990501
1027	0.1398897167
1028	0.13987263
1029	0.139862096
1030	0.1398470006
1031	0.1398248671
1032	0.1398120266
1033	0.1397981188
1034	0.1397802149
1035	0.139770185
1036	0.1397616861
1037	0.1397407095
1038	0.139726227
1039	0.1397071561
1040	0.1396983885
1041	0.13968357
1042	0.1396654501
1043	0.1396508627
1044	0.1396431708
1045	0.1396273772
1046	0.1396135419
1047	0.1395970374
1048	0.1395846915
1049	0.1395772485
1050	0.1395592561
1051	0.1395389886
1052	0.1395283919
1053	0.1395209979
1054	0.139507095
1055	0.1394920714
1056	0.1394813975
1057	0.1394701574
1058	0.13945505
1059	0.1394429885
1060	0.1394332876
1061	0.1394223262
1062	0.1394083391
1063	0.1393950166
1064	0.1393751541
1065	0.1393699929
1066	0.1393565082
1067	0.139346866
1068	0.1393350625
1069	0.1393210839
1070	0.139315296
1071	0.1393084454
1072	0.1392967017
1073	0.1392796323
1074	0.1392668167
1075	0.1392510167
1076	0.1392366826
1077	0.1392285094
1078	0.1392173339
1079	0.1392102627
1080	0.1391942332
1081	0.1391792866
1082	0.1391701858
1083	0.1391613972
1084	0.1391420826
1085	0.139124573
1086	0.1391108876
1087	0.1391028469
1088	0.1390881532
1089	0.1390807813
1090	0.1390702871
1091	0.1390590581
1092	0.1390457866
1093	0.1390279987
1094	0.1390110635
1095	0.1390045254
1096	0.1389875548
1097	0.1389651312
1098	0.1389559238
1099	0.1389402459
1100	0.138925425
1101	0.1389114258
1102	0.1388916045
1103	0.1388807369
1104	0.1388672101
1105	0.1388576156
1106	0.1388432926
1107	0.1388252539
1108	0.1388184323
1109	0.1387973251
1110	0.1387727514
1111	0.1387598722
1112	0.138750303
1113	0.1387357633
1114	0.1387249834
1115	0.1387107652
1116	0.138697482
1117	0.1386791529
1118	0.1386708225
1119	0.1386557716
1120	0.1386466975
1121	0.1386329195
1122	0.1386179569
1123	0.1386106677
1124	0.1385929528
1125	0.1385777316
1126	0.1385666327
1127	0.1385587235
1128	0.1385374579
1129	0.1385181333
1130	0.1385037085
1131	0.1384911195
1132	0.13847512
1133	0.1384667324
1134	0.1384481208
1135	0.1384346989
1136	0.1384228268
1137	0.1384103296
1138	0.1384020578
1139	0.1383890573
1140	0.1383820966
1141	0.1383675191
1142	0.1383585633
1143	0.1383393641
1144	0.1383239669
1145	0.1383104159
1146	0.1382984818
1147	0.1382806283
1148	0.1382735817
1149	0.138270459
1150	0.1382549643
1151	0.1382424654
1152	0.1382349046
1153	0.138224125
1154	0.1382064515
1155	0.1381983356
1156	0.1381840872
1157	0.1381822466
1158	0.1381724035
1159	0.1381620324
1160	0.1381514068
1161	0.1381376037
1162	0.1381235821
1163	0.1381073705
1164	0.1380971051
1165	0.1380828504
1166	0.1380703035
1167	0.1380532777
1168	0.1380347613
1169	0.1380224637
1170	0.138010458
1171	0.1379980556
1172	0.1379797245
1173	0.137969338
1174	0.1379520098
1175	0.1379347813
1176	0.1379275638
1177	0.1379152488
1178	0.1379066137
1179	0.1378929395
1180	0.1378858491
1181	0.1378857114
1182	0.1378733156
1183	0.1378560564
1184	0.1378433182
1185	0.1378325068
1186	0.1378232317
1187	0.1378113533
1188	0.1377989879
1189	0.1377913335
1190	0.1377761852
1191	0.1377619056
1192	0.1377516764
1193	0.1377368811
1194	0.1377260424
1195	0.1377080133
1196	0.1376967576
1197	0.1376830433
1198	0.1376734306
1199	0.1376619374
1200	0.1376493171
1201	0.1376348822
1202	0.1376200502
1203	0.1376124676
1204	0.1375953307
1205	0.1375913788
1206	0.1375836131
1207	0.1375704048
1208	0.1375595668
1209	0.1375405701
1210	0.1375403945
1211	0.1375258979
1212	0.1375148382
1213	0.1374991129
1214	0.1374837479
1215	0.1374751866
1216	0.1374581223
1217	0.1374455311
1218	0.1374299319
1219	0.137423302
1220	0.1374207174
1221	0.1374033583
1222	0.1373863367
1223	0.1373727059
1224	0.137356019
1225	0.1373444487
1226	0.1373296603
1227	0.1373192413
1228	0.1373038864
1229	0.1372884701
1230	0.1372757446
1231	0.1372626499
1232	0.137254215
1233	0.1372412068
1234	0.1372312627
1235	0.1372246045
1236	0.1372124537
1237	0.1371974894
1238	0.1371797298
1239	0.137164879
1240	0.1371497636
1241	0.1371330035
1242	0.1371209738
1243	0.1371021131
1244	0.1370888037
1245	0.137076147
1246	0.1370597277
1247	0.1370388278
1248	0.1370217332
1249	0.1370082959
1250	0.1369922147
1251	0.1369776928
1252	0.1369665057
1253	0.1369538933
1254	0.1369431784
1255	0.1369309204
1256	0.1369192901
1257	0.1369043721
1258	0.1368924773
1259	0.1368801959
1260	0.1368659321
1261	0.1368509965
1262	0.1368391028
1263	0.1368278992
1264	0.1368172612
1265	0.1368064451
1266	0.1367939174
1267	0.1367852729
1268	0.1367791973
1269	0.1367709321
1270	0.1367570084
1271	0.1367463566
1272	0.13673918
1273	0.1367248328
1274	0.1367108987
1275	0.1366979298
1276	0.1366825959
1277	0.1366735628
1278	0.1366572468
1279	0.1366495152
1280	0.1366413776
1281	0.1366303767
1282	0.1366121611
1283	0.1366002047
1284	0.1365837152
1285	0.1365662421
1286	0.1365553196
1287	0.1365436728
1288	0.1365309841
1289	0.1365202975
1290	0.1365031384
1291	0.136495038
1292	0.1364843904
1293	0.1364769861
1294	0.1364664822
1295	0.1364536331
1296	0.1364483719
1297	0.1364338755
1298	0.1364231625
1299	0.1364142669
1300	0.1364003307
1301	0.1363896143
1302	0.1363724409
1303	0.1363631972
1304	0.1363494775
1305	0.1363449292
1306	0.1363361663
1307	0.1363226799
1308	0.136307173
1309	0.1362938372
1310	0.1362860315
1311	0.1362694632
1312	0.1362584806
1313	0.1362467991
1314	0.1362306033
1315	0.1362100596
1316	0.1361981567
1317	0.136190112
1318	0.1361756172
1319	0.136161265
1320	0.1361580925
1321	0.1361518472
1322	0.1361384232
1323	0.1361319776
1324	0.1361225924
1325	0.1361122363
1326	0.1361028867
1327	0.1360876283
1328	0.1360765329
1329	0.136061846
1330	0.1360476057
1331	0.136035939
1332	0.1360221994
1333	0.1360098694
1334	0.1359925446
1335	0.1359827919
1336	0.1359723661
1337	0.1359603718
1338	0.1359453299
1339	0.1359237964
1340	0.1359126589
1341	0.1359000502
1342	0.135890479
1343	0.1358734413
1344	0.1358624383
1345	0.1358564688
1346	0.1358450382
1347	0.1358293492
1348	0.1358190025
1349	0.1358115744
1350	0.1357970432
1351	0.1357870454
1352	0.1357802814
1353	0.1357695853
1354	0.1357577657
1355	0.135747211
1356	0.135737421
1357	0.1357186254
1358	0.1357036614
1359	0.1356962386
1360	0.1356810252
1361	0.1356704075
1362	0.1356532931
1363	0.1356394402
1364	0.1356247126
1365	0.1356151796
1366	0.1356034932
1367	0.1355942578
1368	0.135582985
1369	0.1355574619
1370	0.1355466642
1371	0.1355397529
1372	0.1355276852
1373	0.135515271
1374	0.135506467
1375	0.1354976593
1376	0.1354881072
1377	0.1354769247
1378	0.1354621248
1379	0.1354477139
1380	0.1354321245
1381	0.1354175853
1382	0.135407811
1383	0.1353966787
1384	0.1353884218
1385	0.135375255
1386	0.1353656469
1387	0.1353516615
1388	0.13533635
1389	0.1353243424
1390	0.1353113129
1391	0.1353006423
1392	0.1352974085
1393	0.1352817341
1394	0.1352623488
1395	0.1352503459
1396	0.135238407
1397	0.1352276183
1398	0.1352173566
1399	0.1352004538
1400	0.1351872614
1401	0.1351787426
1402	0.1351613114
1403	0.1351491168
1404	0.1351424676
1405	0.1351333573
1406	0.1351197031
1407	0.1351000891
1408	0.1350878536
1409	0.1350761554
1410	0.1350667349
1411	0.1350575785
1412	0.135048435
1413	0.1350359552
1414	0.1350252507
1415	0.1350140586
1416	0.1350050094
1417	0.1349928889
1418	0.1349834266
1419	0.1349707044
1420	0.1349565638
1421	0.1349479121
1422	0.1349401654
1423	0.1349314278
1424	0.1349187472
1425	0.134905173
1426	0.1348906692
1427	0.1348761451
1428	0.1348589748
1429	0.1348470384
1430	0.1348323312
1431	0.1348134737
1432	0.134798825
1433	0.1347906349
1434	0.1347788511
1435	0.1347719982
1436	0.134760802
1437	0.1347496543
1438	0.1347328298
1439	0.1347150485
1440	0.1347058159
1441	0.134696487
1442	0.134687216
1443	0.1346734562
1444	0.1346584275
1445	0.1346449751
1446	0.1346372513
1447	0.1346233105
1448	0.1346088275
1449	0.1345933461
1450	0.1345803459
1451	0.1345729377
1452	0.134562165
1453	0.1345533972
1454	0.1345378309
1455	0.1345225194
1456	0.1345131805
1457	0.1344932057
1458	0.134476511
1459	0.1344689171
1460	0.1344572117
1461	0.134451589
1462	0.1344401609
1463	0.1344310818
1464	0.1344194484
1465	0.1344072211
1466	0.134400335
1467	0.1343940017
1468	0.1343850321
1469	0.1343706222
1470	0.1343537795
1471	0.1343484577
1472	0.1343372499
1473	0.1343246854
1474	0.1343177929
1475	0.1343056093
1476	0.1342942538
1477	0.1342841492
1478	0.1342721214
1479	0.1342623953
1480	0.1342546958
1481	0.1342424475
1482	0.1342358058
1483	0.1342191972
1484	0.1342103092
1485	0.1341965979
1486	0.134186077
1487	0.1341780533
1488	0.1341670601
1489	0.1341569361
1490	0.1341435865
1491	0.134134098
1492	0.1341248263
1493	0.1341138214
1494	0.1341009072
1495	0.1340858744
1496	0.1340729923
1497	0.1340605027
1498	0.1340571803
1499	0.134044068
1500	0.134034421
1501	0.1340219586
1502	0.1340106943
1503	0.1339999134
1504	0.1339870439
1505	0.1339742407
1506	0.1339651576
1507	0.1339592203
1508	0.1339460039
1509	0.1339368567
1510	0.1339289522
1511	0.1339213815
1512	0.1339137667
1513	0.1338976807
